0
IRT.N
CBT.N
KAI.N
VCTP.PA
SIG.N
AGO.N
TDW.N
CNO.N
TPH.N
ACX.MC
AVNT.N
CUZ.N
OII.N
SHAK.N
VLOF.PA
KTB.N
APAM.AS
GREG.MC
GEF.N
COLD.N
BNL.N
KRC.N
CDP.N
BKD.N
SHUR.BR
PII.N
VIRB.PA
GPK.N
FUL.N
TEPRF.PA
IMAF.PA
SEBF.PA
SOLB.BR
JKS.N
EBRO.MC
GFII.PA
AVA.N
HP.N
VGP1.BR
CVSA.N
FBP.N
GNW.N
CSTM.N
MPT.N
TGNA.N
PUIGb.MC
ALM.MC
VID.MC
PROX.BR
TRE.MC
WK.N
PBH.N
ETL.PA
APAM.N
AAP.N
MTRN.N
VIS.MC
PVH.N
CWK.N
BAMN.AS
LAGA.PA
BFH.N
ARDS.AS
FRVIA.PA
KMT.N
IDLA.PA
PHIN.N
ENOR.MC
NATL.N
BANC.N
OPM.PA
SOPR.PA
RLX.N
WU.N
ASH.N
CARM.PA
LIGHT.AS
SLRS.MC
LXP.N
APLE.N
SDRL.N
DBRG.N
AMBP.N
TDC.N
VRLA.PA
COFA.PA
CWT.N
OLN.N
CC.N
MLXS.BR
AKR.N
IHS.N
GBTG.N
BEKB.BR
EMEIS.PA
VIV.PA
KD.N
BRSL.N
ALG.N
UE.N
SLG.N
BBT.N
ABM.N
NGVT.N
RCOP.PA
VLAN.AS
BICP.PA
HIW.N
CALY.N
LTEN.PA
IMTP.PA
CAF.MC
CPRI.N
IPAR.PA
IVT.N
RHI.N
AZE.BR
KN.N
COTY.N
WT.N
UNFI.N
TGLS.N
PK.N
HUN.N
OI.N
GLPG.AS
HOME.MC
ATKR.N
TALO.N
HNI.N
ROBF.PA
EPAC.N
GEST.MC
MAUP.PA
MTX.N
MVC.MC
WD.N
ERMT.PA
MONTE.BR
BHE.N
FLO.N
ARGAN.PA
OGN.N
ANTIN.PA
NWN.N
MEL.MC
DK.N
STC.N
HLF.N
DXC.N
XPRO.N
FDP.N
PRGO.N
KSS.N
GTY.N
TWKNc.AS
NOMD.N
VAC.N
AAMI.N
ROG.N
FAGRO.BR
PLX.PA
ICAD.PA
DCO.N
FAE.MC
GLOB.N
WTTR.N
ARCO.N
ECMPA.AS
GBX.N
SPB.N
VRE.N
SHO.N
PSG.MC
AMRC.N
TFFP.PA
SOIT.PA
FMC.N
HMN.N
ASGN.N
DQ.N
CDAF.PA
DEI.N
PHMR.MC
MMTP.PA
ISOS.PA
MD.N
INSP.N
DCH.N
XIOR.BR
LDA.MC
TNET.N
CXW.N
PBI.N
FUGR.AS
NEXA.N
BHVN.N
OBEL.BR
CLARI.PA
LEG.N
CLVT.N
ENR.N
HLX.N
CRI.N
BLX.N
ALEX.N
TUYA.N
XHR.N
PRG.N
NVRI.N
AMG.AS
LZB.N
FINV.N
CORB.AS
FLOW.AS
PEB.N
UMH.N
WKC.N
VTOL.N
A3M.MC
TFIN.N
MERY.PA
UVV.N
ECVT.N
ENOV.N
BV.N
AGRO.N
DFIN.N
WEHA.AS
FNAC.PA
AEDAS.MC
RETE.BR
YELP.N
DLX.N
RLJ.N
MAN.N
GLTN.PA
BAR.BR
SCL.N
AAT.N
CCO.N
TNC.N
NBR.N
SAFE.N
TROX.N
MANP.PA
CASHP.MC
DEA.N
KOS.N
EPC.N
CSR.N
CMP.N
NX.N
SAVEN.PA
ESRT.N
VIRI.PA
CBAV.MC
